Model_Temp,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness,Average
deepseek_temp1.0,0.9231900849373176,0.8795141792803676,0.9232201947884003,-0.8670662944381811,0.7142475263612872,0.5146211381858383
deepseek_temp0.0,0.9284555824247069,0.848000616478032,0.9139566389860561,-0.8691196806169197,0.721338023882274,0.5085262362308299
