Model_Temp,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness,Average
deepseek_temp1.0,0.8668708227784762,0.666141728797578,0.8944945549122245,-0.705845724726179,0.8426150781073228,0.5128552919738845
deepseek_temp0.0,0.8769073726283064,0.7622106886605498,0.8943657830169564,-0.6977617378820539,0.814486584846981,0.5300417382541479
