format,mean,std,count
binary_elaborated,0.5244670153205785,0.051033828963005734,5
binary_simple,0.5145796294869818,0.06037594524646563,5
expanded,0.8586383549219498,0.05570281716315595,5
likert,0.8451195246657109,0.07702031722394018,5
